m49_code,country,region,cpc_code,commodity,year,loss_percentage,food_supply_stage,treatment,cause_of_loss,sample_size,method_data_collection,reference,url,notes
752,Sweden,,1242,"Peas, green",2017,1.0,Harvest,,"On average, of the two companies’ total production, 3.3% was not harvested, 1% was lost
during harvesting, 7.8% was lost during cleaning and washing, 8.6% was lost during
blanching and freezing, 0.7% was lost during colour sorting and 0% was lost during sales
and reclamation. No company responded that there were losses at any other step.","A questionnaire composed by the Swedish Board of Agriculture was sent during 2014
to the three Swedish commercial buyers of green peas. Two companies responded to
the survey. There were seven questions in the questionnaire, all of which concerned
production during 2013. The two responding companies had answered all the
questions, and had added some of their own comments. In addition, further questions
were asked during telephone interviews with the two companies, mainly concerning
the reasons for the losses in production.
The two responding companies both produced only green peas and not field peas.
Both companies performed all of the following steps: harvesting, cleaning, washing,
size sorting, blanching, freezing and packaging. No company responded that they
performed any other production step.",Survey,FoodLossPrimaryProd.pdf,,"The peas are sown between March and June in order to be harvested at different
times."
752,Sweden,,1251,Carrots and turnips,2017,20.0,Harvest,"Less demanding quality standards, improved plant protection, and changes in consumers’ and retailers’ attitudes towards acceptable quality.","Main harvest side flow reasons: Unacceptable size and shape, damage during harvest and handling, insect or animal damage. Main post-harvest side flow reasons: Unacceptable size and shape, unacceptable appearance, damage during handling

Of the total carrot production, and including the companies that did not discard carrots in the specific practice in question (the zero values), the highest share was sorted out at washing, trimming or sorting (23%; range 0–67%), at storage after packaging (9%; range 0–24%), or at processing (8%; range 0–33%) (Figure 18). 5% (range 0–50%) of the carrot production was not harvested, 6% (range 0–40%) of the production was estimated to be lost at harvesting, and 4% (range 0–35%) was discarded at packaging.
At sales or reclamation, only 0.2% was discarded.","Of the 197 questionnaires that were sent out, 108 companies responded, giving a response frequency of 55%.",Survey,FoodLossPrimaryProd.pdf,,"Pg 9;The production of carrots in Sweden during the past 13 years (2002–2014) has showed an increase from 84,784 tonnes in 2002 to 119,021 tonnes in 2014, equal to an increase
of about 40% (Figure 11) (Swedish Board of Agriculture 2015). During the same period
of time, the area used for carrot production in Sweden has been relatively static, at
between 1,474 and 2,135 ha. The yield (production/area) during this period has showed
an increase from around 47 tonnes/ha (2002) to 61 tonnes/ha (2014), equal to an
increase of about 32%. The number of producing companies during this time has
decreased by about one quarter, from 453 in 2002 to 312 in 2014, indicating a trend of
larger producers (data not presented)"
752,Sweden,,1251,Carrots and turnips,2017,12.0,Storage,"Less demanding quality standards, improved plant protection, and changes in consumers’ and retailers’ attitudes towards acceptable quality.","Main harvest side flow reasons: Unacceptable size and shape, damage during harvest and handling, insect or animal damage. Main post-harvest side flow reasons: Unacceptable size and shape, unacceptable appearance, damage during handling

Of the total carrot production, and including the companies that did not discard carrots in the specific practice in question (the zero values), the highest share was sorted out at washing, trimming or sorting (23%; range 0–67%), at storage after packaging (9%; range 0–24%), or at processing (8%; range 0–33%) (Figure 18). 5% (range 0–50%) of the carrot production was not harvested, 6% (range 0–40%) of the production was estimated to be lost at harvesting, and 4% (range 0–35%) was discarded at packaging.
At sales or reclamation, only 0.2% was discarded.","Of the 197 questionnaires that were sent out, 108 companies responded, giving a response frequency of 55%.",Survey,FoodLossPrimaryProd.pdf,,"Pg 9;The production of carrots in Sweden during the past 13 years (2002–2014) has showed an increase from 84,784 tonnes in 2002 to 119,021 tonnes in 2014, equal to an increase
of about 40% (Figure 11) (Swedish Board of Agriculture 2015). During the same period
of time, the area used for carrot production in Sweden has been relatively static, at
between 1,474 and 2,135 ha. The yield (production/area) during this period has showed
an increase from around 47 tonnes/ha (2002) to 61 tonnes/ha (2014), equal to an
increase of about 32%. The number of producing companies during this time has
decreased by about one quarter, from 453 in 2002 to 312 in 2014, indicating a trend of
larger producers (data not presented)"
752,Sweden,,1251,Carrots and turnips,2017,33.5,Farm,"Less demanding quality standards, improved plant protection, and changes in consumers’ and retailers’ attitudes towards acceptable quality.","Main harvest side flow reasons: Unacceptable size and shape, damage during harvest and handling, insect or animal damage. Main post-harvest side flow reasons: Unacceptable size and shape, unacceptable appearance, damage during handling

Of the total carrot production, and including the companies that did not discard carrots in the specific practice in question (the zero values), the highest share was sorted out at washing, trimming or sorting (23%; range 0–67%), at storage after packaging (9%; range 0–24%), or at processing (8%; range 0–33%) (Figure 18). 5% (range 0–50%) of the carrot production was not harvested, 6% (range 0–40%) of the production was estimated to be lost at harvesting, and 4% (range 0–35%) was discarded at packaging.
At sales or reclamation, only 0.2% was discarded.","Of the 197 questionnaires that were sent out, 108 companies responded, giving a response frequency of 55%.",Survey,FoodLossPrimaryProd.pdf,,"Pg 9;The production of carrots in Sweden during the past 13 years (2002–2014) has showed an increase from 84,784 tonnes in 2002 to 119,021 tonnes in 2014, equal to an increase
of about 40% (Figure 11) (Swedish Board of Agriculture 2015). During the same period
of time, the area used for carrot production in Sweden has been relatively static, at
between 1,474 and 2,135 ha. The yield (production/area) during this period has showed
an increase from around 47 tonnes/ha (2002) to 61 tonnes/ha (2014), equal to an
increase of about 32%. The number of producing companies during this time has
decreased by about one quarter, from 453 in 2002 to 312 in 2014, indicating a trend of
larger producers (data not presented)"
752,Sweden,,1251,Carrots and turnips,2017,16.5,Processing,"Less demanding quality standards, improved plant protection, and changes in consumers’ and retailers’ attitudes towards acceptable quality.","Main harvest side flow reasons: Unacceptable size and shape, damage during harvest and handling, insect or animal damage. Main post-harvest side flow reasons: Unacceptable size and shape, unacceptable appearance, damage during handling

Of the total carrot production, and including the companies that did not discard carrots in the specific practice in question (the zero values), the highest share was sorted out at washing, trimming or sorting (23%; range 0–67%), at storage after packaging (9%; range 0–24%), or at processing (8%; range 0–33%) (Figure 18). 5% (range 0–50%) of the carrot production was not harvested, 6% (range 0–40%) of the production was estimated to be lost at harvesting, and 4% (range 0–35%) was discarded at packaging.
At sales or reclamation, only 0.2% was discarded.","Of the 197 questionnaires that were sent out, 108 companies responded, giving a response frequency of 55%.",Survey,FoodLossPrimaryProd.pdf,,"Pg 9;The production of carrots in Sweden during the past 13 years (2002–2014) has showed an increase from 84,784 tonnes in 2002 to 119,021 tonnes in 2014, equal to an increase
of about 40% (Figure 11) (Swedish Board of Agriculture 2015). During the same period
of time, the area used for carrot production in Sweden has been relatively static, at
between 1,474 and 2,135 ha. The yield (production/area) during this period has showed
an increase from around 47 tonnes/ha (2002) to 61 tonnes/ha (2014), equal to an
increase of about 32%. The number of producing companies during this time has
decreased by about one quarter, from 453 in 2002 to 312 in 2014, indicating a trend of
larger producers (data not presented)"
752,Sweden,,1251,Carrots and turnips,2017,0.2,Wholesale,"Less demanding quality standards, improved plant protection, and changes in consumers’ and retailers’ attitudes towards acceptable quality.","Main harvest side flow reasons: Unacceptable size and shape, damage during harvest and handling, insect or animal damage. Main post-harvest side flow reasons: Unacceptable size and shape, unacceptable appearance, damage during handling

Of the total carrot production, and including the companies that did not discard carrots in the specific practice in question (the zero values), the highest share was sorted out at washing, trimming or sorting (23%; range 0–67%), at storage after packaging (9%; range 0–24%), or at processing (8%; range 0–33%) (Figure 18). 5% (range 0–50%) of the carrot production was not harvested, 6% (range 0–40%) of the production was estimated to be lost at harvesting, and 4% (range 0–35%) was discarded at packaging.
At sales or reclamation, only 0.2% was discarded.","Of the 197 questionnaires that were sent out, 108 companies responded, giving a response frequency of 55%.",Survey,FoodLossPrimaryProd.pdf,,"Pg 9;The production of carrots in Sweden during the past 13 years (2002–2014) has showed an increase from 84,784 tonnes in 2002 to 119,021 tonnes in 2014, equal to an increase
of about 40% (Figure 11) (Swedish Board of Agriculture 2015). During the same period
of time, the area used for carrot production in Sweden has been relatively static, at
between 1,474 and 2,135 ha. The yield (production/area) during this period has showed
an increase from around 47 tonnes/ha (2002) to 61 tonnes/ha (2014), equal to an
increase of about 32%. The number of producing companies during this time has
decreased by about one quarter, from 453 in 2002 to 312 in 2014, indicating a trend of
larger producers (data not presented)"
752,Sweden,,1253.01,"Onions and shallots, green",2017,2.4,Farm,,"Small onions left in field due to how the harvester
was adjusted.
Onion piles found in field caused by the gap
between two wagons behind the tractor.
Parts of the field not harvested because it was
waterlogged and difficult to harvest.","8/24 Number of farmers/individual fields
Field studies were performed during autumn 2015, on three occasions: 19 August, 30
September and 29 October. On the first and third occasions fields of one commercial
onion company were investigated, while on the second occasion two companies were
investigated. The investigated sites were all located in the southern part of Sweden,
within a 30 km radius of Malmö. The investigated fields had all been harvested on the
same day that the investigation was performed. The onions were all of Allium cepa
species, and both red and yellow onions were included. The red and yellow onion types
could occupy different parts of the same field. The fields were large, ranging from about
60 x 180 m (the measured part, in this case the total area of the field was larger), 70 x
300 m and 150 x 400 m to 175 x 400 m.
Each large field was divided into two parts, and in each part three squares
measuring 1.80 m (the width of the row) x 10 m were investigated,",Crop Cutting Field Experiment,FoodLossPrimaryProd.pdf,,Fresh in bunches
752,Sweden,,1253.01,"Onions and shallots, green",2017,18.0,Farm,,"Damage during
harvesting or
handling;
unacceptable
size, shape and
appearance;
diseases in the
fields are the
main reasons.

ason, the reason that gave the highest value was damage at
harvest or handling, on average 22% (range 0–100%) (Figure 62). Disease occurring in
the field, unacceptable size or unacceptable shape/appearance were also major reasons
for discarding products, and all gave values around 17% (range 0–60%; 0–80%; 0–97%
respectively). Damage from insects or animals in the field as well as weather conditions
were considered on average to be minor reasons, and contributed 7% (range 0–100%)
and 5% (range 0–100%) respectively. The other reasons contributed on average less
than 5%.","The questionnaire was sent to all Swedish companies which were known to have cultivated onions on at least 0.5 ha during the years 2011, 2012 or 2013. The questions concerned the products from Allium cepa, and also included products from this species that are sold fresh in bunches (Swedish name: “knipplök”, “buntlök”). No questions were asked about other types of onions, such as Allium fistulosum (spring onions) or Allium porrum (leeks). Of the 120 questionnaires that were sent out, 68 companies responded, which was a response frequency of 57%. Of the 68 answers, 45 responded that they had been involved in onion cultivation, handling or processing during 2013. Of these 45 answers, 43 companies cultivated onions, 22 had stored onions, and 11 had sorted onions, while no company had processed onions",Survey,FoodLossPrimaryProd.pdf,,Fresh in bunches
752,Sweden,,1253.01,"Onions and shallots, green",2017,17.0,Storage,,"Damage during
harvesting or
handling;
unacceptable
size, shape and
appearance;
diseases in the
fields are the
main reasons.","The questionnaire was sent to all Swedish companies which were known to have cultivated onions on at least 0.5 ha during the years 2011, 2012 or 2013. The questions concerned the products from Allium cepa, and also included products from this species that are sold fresh in bunches (Swedish name: “knipplök”, “buntlök”). No questions were asked about other types of onions, such as Allium fistulosum (spring onions) or Allium porrum (leeks). Of the 120 questionnaires that were sent out, 68 companies responded, which was a response frequency of 57%. Of the 68 answers, 45 responded that they had been involved in onion cultivation, handling or processing during 2013. Of these 45 answers, 43 companies cultivated onions, 22 had stored onions, and 11 had sorted onions, while no company had processed onions",Survey,FoodLossPrimaryProd.pdf,,
752,Sweden,,1253.01,"Onions and shallots, green",2017,33.0,Processing,,"Damage during
harvesting or
handling;
unacceptable
size, shape and
appearance;
diseases in the
fields are the
main reasons.","The questionnaire was sent to all Swedish companies which were known to have cultivated onions on at least 0.5 ha during the years 2011, 2012 or 2013. The questions concerned the products from Allium cepa, and also included products from this species that are sold fresh in bunches (Swedish name: “knipplök”, “buntlök”). No questions were asked about other types of onions, such as Allium fistulosum (spring onions) or Allium porrum (leeks). Of the 120 questionnaires that were sent out, 68 companies responded, which was a response frequency of 57%. Of the 68 answers, 45 responded that they had been involved in onion cultivation, handling or processing during 2013. Of these 45 answers, 43 companies cultivated onions, 22 had stored onions, and 11 had sorted onions, while no company had processed onions",Survey,FoodLossPrimaryProd.pdf,,
752,Sweden,,1242,"Peas, green",2013,17.0,Farm,,,2,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21106 based on the period_years.
752,Sweden,,1242,"Peas, green",2013,4.0,Harvest,,,2,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21105 based on the period_years.
752,Sweden,,1251,Carrots and turnips,2013,22.0,Whole supply chain,,,70,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21109 based on the period_years.
752,Sweden,,1253.01,"Onions and shallots, green",2013,25.0,Whole supply chain,,,45,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21100 based on the period_years.
752,Sweden,,1354,Strawberries,2013,17.5,Harvest,,,,Survey,"Franke et al., 2013",,Expanded from loss factor 21115 based on the period_years.
752,Sweden,,1242,"Peas, green",2012,4.0,Harvest,,,2,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21105 based on the period_years.
752,Sweden,,1242,"Peas, green",2012,17.0,Farm,,,2,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21106 based on the period_years.
752,Sweden,,1251,Carrots and turnips,2012,22.0,Whole supply chain,,,70,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21109 based on the period_years.
752,Sweden,,1253.01,"Onions and shallots, green",2012,25.0,Whole supply chain,,,45,Survey,"Hartikainen et al., 2014",,Expanded from loss factor 21100 based on the period_years.
752,Sweden,,1354,Strawberries,2012,17.5,Harvest,,,,Survey,"Franke et al., 2013",,Expanded from loss factor 21115 based on the period_years.
